,site,day,date,start_time,end_time,flow,cong,dsat,ObjectId
5069,N01111A,WE,23/02/2022,2022/11/07 18:30:00+00,18:45,0.844311377245509,0.0,0.345679012345679,5070
5071,N01111A,MO,21/02/2022,2022/11/07 16:15:00+00,16:30,0.9500998003992016,0.0,0.4567901234567901,5072
5300,N01111A,TH,24/02/2022,2022/11/07 16:00:00+00,16:15,1.0,0.0,0.43209876543209874,5301
5301,N01111A,TH,24/02/2022,2022/11/07 16:15:00+00,16:30,0.9181636726546906,0.5,0.4444444444444444,5302
5575,N01111A,FR,25/02/2022,2022/11/07 11:15:00+00,11:30,0.8782435129740519,0.0,0.3333333333333333,5576
5583,N01111A,FR,25/02/2022,2022/11/07 13:15:00+00,13:30,0.9840319361277445,0.25,0.4074074074074074,5584
5591,N01111A,FR,25/02/2022,2022/11/07 15:15:00+00,15:30,0.7485029940119761,0.5,0.30864197530864196,5592
5594,N01111A,FR,25/02/2022,2022/11/07 16:00:00+00,16:15,0.9580838323353293,0.0,0.3950617283950617,5595
5595,N01111A,FR,25/02/2022,2022/11/07 16:15:00+00,16:30,0.9401197604790419,0.0,0.3950617283950617,5596
5650,N01111A,FR,04/03/2022,2022/11/07 11:30:00+00,11:45,1.0,0.0,0.37037037037037035,5651
5658,N01111A,WE,02/03/2022,2022/11/07 10:45:00+00,11:00,0.998003992015968,0.0,0.43209876543209874,5659
5667,N01111A,WE,02/03/2022,2022/11/07 13:00:00+00,13:15,0.9760479041916168,0.0,0.4444444444444444,5668
5676,N01111A,WE,02/03/2022,2022/11/07 15:15:00+00,15:30,0.9540918163672655,0.0,0.3950617283950617,5677
5679,N01111A,WE,02/03/2022,2022/11/07 16:00:00+00,16:15,0.9401197604790419,0.0,0.43209876543209874,5680
5684,N01111A,WE,02/03/2022,2022/11/07 17:15:00+00,17:30,0.8802395209580839,0.0,0.38271604938271603,5685
5686,N01111A,WE,02/03/2022,2022/11/07 17:45:00+00,18:00,0.9560878243512974,0.0,0.3950617283950617,5687
5762,N01111A,TU,01/03/2022,2022/11/07 10:30:00+00,10:45,0.9880239520958084,0.5,0.43209876543209874,5763
5914,N01111A,MO,28/02/2022,2022/11/07 18:00:00+00,18:15,0.8423153692614771,0.0,0.35802469135802467,5915
5929,N01111A,TH,03/03/2022,2022/11/07 15:00:00+00,15:15,0.9640718562874252,0.0,0.3950617283950617,5930
5949,N01111A,TH,03/03/2022,2022/11/07 18:00:00+00,18:15,0.9201596806387226,0.5,0.41975308641975306,5950
6032,N01111A,FR,04/03/2022,2022/11/07 16:30:00+00,16:45,0.8942115768463074,0.0,0.37037037037037035,6033
6038,N01111A,FR,04/03/2022,2022/11/07 17:15:00+00,17:30,0.9281437125748503,0.25,0.38271604938271603,6039
6042,N01111A,FR,04/03/2022,2022/11/07 17:45:00+00,18:00,0.8483033932135728,0.0,0.32098765432098764,6043
6051,N01111A,FR,04/03/2022,2022/11/07 18:45:00+00,19:00,0.9101796407185628,0.0,0.345679012345679,6052
6136,N01111A,MO,07/03/2022,2022/11/07 09:15:00+00,09:30,0.6207584830339321,0.0,0.2345679012345679,6137
6208,N01111A,TU,08/03/2022,2022/11/07 13:15:00+00,13:30,0.8942115768463074,0.0,0.37037037037037035,6209
6293,N01111A,SU,06/03/2022,2022/11/07 12:15:00+00,12:30,0.8263473053892215,0.0,0.32098765432098764,6294
6302,N01111A,MO,07/03/2022,2022/11/07 15:30:00+00,15:45,0.8862275449101796,0.0,0.3950617283950617,6303
6309,N01111A,MO,07/03/2022,2022/11/07 17:15:00+00,17:30,0.9101796407185628,0.0,0.38271604938271603,6310
6310,N01111A,MO,07/03/2022,2022/11/07 17:30:00+00,17:45,0.906187624750499,0.0,0.43209876543209874,6311
6468,N01111A,SA,12/03/2022,2022/11/07 11:30:00+00,11:45,0.8303393213572854,0.0,0.3950617283950617,6469
6472,N01111A,SA,12/03/2022,2022/11/07 12:30:00+00,12:45,0.9041916167664671,0.0,0.4074074074074074,6473
6520,N01111A,FR,11/03/2022,2022/11/07 11:00:00+00,11:15,0.9041916167664671,0.0,0.345679012345679,6521
6537,N01111A,FR,11/03/2022,2022/11/07 14:45:00+00,15:00,0.9920159680638723,0.25,0.41975308641975306,6538
6605,N01111A,TU,08/03/2022,2022/11/07 16:15:00+00,16:30,0.9341317365269461,0.0,0.38271604938271603,6606
6927,N01111A,WE,16/03/2022,2022/11/07 17:45:00+00,18:00,0.9101796407185628,0.0,0.3950617283950617,6928
7107,N01111A,TU,15/03/2022,2022/11/07 11:30:00+00,11:45,0.9181636726546906,0.0,0.4691358024691358,7108
7173,N01111A,TU,15/03/2022,2022/11/07 16:15:00+00,16:30,0.8862275449101796,0.0,0.41975308641975306,7174
7177,N01111A,TU,15/03/2022,2022/11/07 17:15:00+00,17:30,0.9800399201596807,0.0,0.41975308641975306,7178
7178,N01111A,TU,15/03/2022,2022/11/07 17:30:00+00,17:45,0.9720558882235529,0.25,0.4444444444444444,7179
7180,N01111A,TU,15/03/2022,2022/11/07 18:00:00+00,18:15,0.9421157684630739,0.25,0.4444444444444444,7181
7618,N01111A,WE,23/03/2022,2022/11/07 10:30:00+00,10:45,0.9860279441117764,0.0,0.43209876543209874,7619
7638,N01111A,WE,23/03/2022,2022/11/07 15:30:00+00,15:45,0.9740518962075848,0.75,0.41975308641975306,7639
7647,N01111A,WE,23/03/2022,2022/11/07 17:45:00+00,18:00,0.9600798403193613,0.0,0.4567901234567901,7648
7689,N01111A,MO,21/03/2022,2022/11/07 13:30:00+00,13:45,1.0,0.25,0.37037037037037035,7690
7698,N01111A,MO,21/03/2022,2022/11/07 15:45:00+00,16:00,0.9041916167664671,0.25,0.38271604938271603,7699
7711,N01111A,TU,22/03/2022,2022/11/07 18:00:00+00,18:15,0.7445109780439122,0.0,0.35802469135802467,7712
7786,N01111A,TH,24/03/2022,2022/11/07 08:45:00+00,09:00,0.9401197604790419,0.5,0.32098765432098764,7787
7851,N01111A,TU,22/03/2022,2022/11/07 10:45:00+00,11:00,0.8562874251497006,0.0,0.3333333333333333,7852
7855,N01111A,TU,22/03/2022,2022/11/07 11:45:00+00,12:00,0.8383233532934131,0.0,0.4444444444444444,7856
7859,N01111A,TU,22/03/2022,2022/11/07 12:45:00+00,13:00,0.936127744510978,0.0,0.41975308641975306,7860
7881,N01111A,MO,21/03/2022,2022/11/07 19:15:00+00,19:30,0.5449101796407185,0.0,0.19753086419753085,7882
7929,N01111A,TH,24/03/2022,2022/11/07 11:45:00+00,12:00,0.9720558882235529,0.0,0.41975308641975306,7930
7939,N01111A,TH,24/03/2022,2022/11/07 14:15:00+00,14:30,0.8642714570858283,0.0,0.37037037037037035,7940
7949,N01111A,TH,24/03/2022,2022/11/07 16:45:00+00,17:00,0.8802395209580839,0.25,0.4074074074074074,7950
8040,N01111A,TU,29/03/2022,2022/11/07 09:30:00+00,09:45,0.8423153692614771,0.0,0.37037037037037035,8041
8058,N01111A,MO,28/03/2022,2022/11/07 12:00:00+00,12:15,0.9520958083832335,0.25,0.4074074074074074,8059
8115,N01111A,SA,26/03/2022,2022/11/07 16:30:00+00,16:45,0.7544910179640718,0.0,0.3333333333333333,8116
8187,N01111A,MO,28/03/2022,2022/11/07 08:45:00+00,09:00,0.6866267465069861,0.0,0.2716049382716049,8188
8294,N01111A,FR,25/03/2022,2022/11/07 14:30:00+00,14:45,0.9800399201596807,0.5,0.345679012345679,8295
8520,N01111A,SA,02/04/2022,2022/11/07 11:30:00+00,11:45,0.8782435129740519,0.0,0.4444444444444444,8521
8535,N01111A,SA,02/04/2022,2022/11/07 15:15:00+00,15:30,0.8902195608782435,0.0,0.38271604938271603,8536
8554,N01111A,WE,30/03/2022,2022/11/07 15:45:00+00,16:00,0.8802395209580839,0.0,0.30864197530864196,8555
8559,N01111A,WE,30/03/2022,2022/11/07 16:00:00+00,16:15,0.9900199600798403,0.5,0.48148148148148145,8560
8565,N01111A,WE,30/03/2022,2022/11/07 16:30:00+00,16:45,0.7704590818363274,0.0,0.30864197530864196,8566
8733,N01111A,TU,29/03/2022,2022/11/07 17:45:00+00,18:00,0.9920159680638723,0.25,0.41975308641975306,8734
8796,N01111A,FR,01/04/2022,2022/11/07 14:45:00+00,15:00,0.9760479041916168,0.25,0.35802469135802467,8797
8806,N01111A,SA,02/04/2022,2022/11/07 16:45:00+00,17:00,0.9281437125748503,0.0,0.3950617283950617,8807
8980,N01111A,MO,04/04/2022,2022/11/07 08:45:00+00,09:00,0.8762475049900199,0.0,0.37037037037037035,8981
9007,N01111A,MO,04/04/2022,2022/11/07 15:30:00+00,15:45,0.8423153692614771,0.0,0.38271604938271603,9008
9041,N01111A,TU,05/04/2022,2022/11/07 11:30:00+00,11:45,0.7405189620758483,0.0,0.2716049382716049,9042
9141,N01111A,WE,06/04/2022,2022/11/07 16:00:00+00,16:15,0.8163672654690619,0.0,0.35802469135802467,9142
9230,N01111A,TH,07/04/2022,2022/11/07 16:45:00+00,17:00,0.8922155688622755,0.0,0.3950617283950617,9231
9488,N01111A,SA,09/04/2022,2022/11/07 15:30:00+00,15:45,0.8542914171656687,0.0,0.345679012345679,9489
9636,N01111A,TU,12/04/2022,2022/11/07 10:45:00+00,11:00,0.8822355289421158,0.25,0.3950617283950617,9637
9661,N01111A,TU,12/04/2022,2022/11/07 16:45:00+00,17:00,0.8962075848303394,0.0,0.345679012345679,9662
9730,N01111A,TH,14/04/2022,2022/11/07 10:00:00+00,10:15,0.9820359281437125,0.25,0.43209876543209874,9731
9750,N01111A,TH,14/04/2022,2022/11/07 15:00:00+00,15:15,0.9960079840319361,0.0,0.35802469135802467,9751
9751,N01111A,TH,14/04/2022,2022/11/07 15:15:00+00,15:30,0.9301397205588823,0.0,0.41975308641975306,9752
9757,N01111A,MO,11/04/2022,2022/11/07 13:30:00+00,13:45,0.9800399201596807,0.0,0.41975308641975306,9758
9773,N01111A,TH,14/04/2022,2022/11/07 16:45:00+00,17:00,0.780439121756487,0.0,0.2962962962962963,9774
9825,N01111A,MO,11/04/2022,2022/11/07 09:30:00+00,09:45,0.7524950099800399,0.5,0.2962962962962963,9826
9842,N01111A,MO,11/04/2022,2022/11/07 15:15:00+00,15:30,0.9920159680638723,0.25,0.37037037037037035,9843
9867,N01111A,MO,11/04/2022,2022/11/07 17:30:00+00,17:45,0.9880239520958084,0.25,0.3950617283950617,9868
9945,N01111A,WE,13/04/2022,2022/11/07 09:45:00+00,10:00,0.8263473053892215,0.0,0.3950617283950617,9946
9946,N01111A,WE,13/04/2022,2022/11/07 10:00:00+00,10:15,0.8483033932135728,0.5,0.3333333333333333,9947
9964,N01111A,WE,13/04/2022,2022/11/07 14:30:00+00,14:45,0.8602794411177644,0.0,0.2839506172839506,9965
10385,N01111A,SA,16/04/2022,2022/11/07 14:30:00+00,14:45,0.8003992015968064,0.0,0.30864197530864196,10386
10420,N01111A,TH,21/04/2022,2022/11/07 15:45:00+00,16:00,0.9421157684630739,0.5,0.4074074074074074,10421
10478,N01111A,WE,20/04/2022,2022/11/07 16:30:00+00,16:45,0.908183632734531,0.0,0.43209876543209874,10479
10486,N01111A,WE,20/04/2022,2022/11/07 18:30:00+00,18:45,0.7025948103792415,0.0,0.2839506172839506,10487
10660,N01111A,FR,22/04/2022,2022/11/07 10:45:00+00,11:00,0.9900199600798403,0.5,0.3950617283950617,10661
10770,N01111A,TU,19/04/2022,2022/11/07 15:15:00+00,15:30,0.874251497005988,0.0,0.345679012345679,10771
10778,N01111A,TU,19/04/2022,2022/11/07 17:15:00+00,17:30,0.9121756487025948,0.75,0.4074074074074074,10779
10920,N01111A,TU,26/04/2022,2022/11/07 08:15:00+00,08:30,0.8502994011976048,0.0,0.32098765432098764,10921
10941,N01111A,TU,26/04/2022,2022/11/07 13:30:00+00,13:45,0.8762475049900199,0.0,0.32098765432098764,10942
10988,N01111A,MO,25/04/2022,2022/11/07 11:30:00+00,11:45,0.9620758483033932,0.0,0.41975308641975306,10989
10994,N01111A,MO,25/04/2022,2022/11/07 13:00:00+00,13:15,0.9820359281437125,0.0,0.4567901234567901,10995
11055,N01111A,MO,25/04/2022,2022/11/07 16:00:00+00,16:15,0.93812375249501,0.0,0.48148148148148145,11056
11058,N01111A,MO,25/04/2022,2022/11/07 16:45:00+00,17:00,0.9181636726546906,0.0,0.38271604938271603,11059
11060,N01111A,MO,25/04/2022,2022/11/07 17:15:00+00,17:30,0.8542914171656687,0.0,0.35802469135802467,11061
11247,N01111A,TH,28/04/2022,2022/11/07 16:00:00+00,16:15,0.9640718562874252,0.0,0.41975308641975306,11248
11335,N01111A,FR,29/04/2022,2022/11/07 18:15:00+00,18:30,0.7884231536926147,0.0,0.3333333333333333,11336
11422,N01111A,SA,30/04/2022,2022/11/07 11:45:00+00,12:00,0.8982035928143712,0.0,0.38271604938271603,11423
11680,N01111A,TH,05/05/2022,2022/11/07 12:30:00+00,12:45,0.9880239520958084,0.0,0.3950617283950617,11681
11879,N01111A,WE,04/05/2022,2022/11/07 09:45:00+00,10:00,0.9640718562874252,0.0,0.4074074074074074,11880
11931,N01111A,TU,03/05/2022,2022/11/07 05:45:00+00,06:00,0.9121756487025948,0.25,0.3333333333333333,11932
11952,N01111A,TU,03/05/2022,2022/11/07 18:45:00+00,19:00,0.8003992015968064,0.0,0.38271604938271603,11953
12077,N01111A,MO,09/05/2022,2022/11/07 09:45:00+00,10:00,1.0,0.0,0.43209876543209874,12078
12095,N01111A,MO,09/05/2022,2022/11/07 14:15:00+00,14:30,0.9900199600798403,0.25,0.49382716049382713,12096
12109,N01111A,MO,09/05/2022,2022/11/07 18:00:00+00,18:15,0.8862275449101796,0.25,0.4444444444444444,12110
12233,N01111A,FR,06/05/2022,2022/11/07 08:30:00+00,08:45,0.8003992015968064,0.25,0.30864197530864196,12234
12292,N01111A,SA,07/05/2022,2022/11/07 12:15:00+00,12:30,0.9960079840319361,0.25,0.48148148148148145,12293
12545,N01111A,TU,10/05/2022,2022/11/07 08:45:00+00,09:00,0.9121756487025948,0.0,0.37037037037037035,12546
12560,N01111A,TU,10/05/2022,2022/11/07 12:30:00+00,12:45,0.9321357285429142,0.25,0.37037037037037035,12561
12561,N01111A,TU,10/05/2022,2022/11/07 12:45:00+00,13:00,0.9680638722554891,0.0,0.4567901234567901,12562
12563,N01111A,TU,10/05/2022,2022/11/07 13:15:00+00,13:30,0.9500998003992016,0.0,0.35802469135802467,12564
12566,N01111A,TU,10/05/2022,2022/11/07 14:00:00+00,14:15,0.9880239520958084,0.5,0.43209876543209874,12567
12679,N01111A,WE,11/05/2022,2022/11/07 08:45:00+00,09:00,0.9341317365269461,0.0,0.35802469135802467,12680
12702,N01111A,WE,11/05/2022,2022/11/07 14:30:00+00,14:45,0.9900199600798403,0.0,0.43209876543209874,12703
12708,N01111A,WE,11/05/2022,2022/11/07 16:00:00+00,16:15,0.9600798403193613,0.25,0.5185185185185185,12709
12709,N01111A,WE,11/05/2022,2022/11/07 16:15:00+00,16:30,0.9760479041916168,0.0,0.43209876543209874,12710
12719,N01111A,FR,13/05/2022,2022/11/07 10:30:00+00,10:45,0.9740518962075848,0.0,0.35802469135802467,12720
12751,N01111A,TH,12/05/2022,2022/11/07 14:15:00+00,14:30,0.9261477045908184,0.0,0.3950617283950617,12752
12752,N01111A,TH,12/05/2022,2022/11/07 14:30:00+00,14:45,0.9261477045908184,0.0,0.43209876543209874,12753
12844,N01111A,WE,18/05/2022,2022/11/07 11:15:00+00,11:30,0.7524950099800399,0.0,0.35802469135802467,12845
12876,N01111A,TU,17/05/2022,2022/11/07 05:00:00+00,05:15,0.6387225548902196,0.0,0.24691358024691357,12877
12948,N01111A,SA,14/05/2022,2022/11/07 10:15:00+00,10:30,0.9500998003992016,0.0,0.38271604938271603,12949
12973,N01111A,SU,15/05/2022,2022/11/07 12:45:00+00,13:00,0.7584830339321357,0.0,0.30864197530864196,12974
13001,N01111A,SA,14/05/2022,2022/11/07 16:45:00+00,17:00,0.7065868263473054,0.25,0.2962962962962963,13002
13032,N01111A,MO,16/05/2022,2022/11/07 15:00:00+00,15:15,0.810379241516966,0.0,0.38271604938271603,13033
13050,N01111A,MO,16/05/2022,2022/11/07 16:15:00+00,16:30,0.9780439121756487,0.25,0.4444444444444444,13051
13110,N01111A,TU,17/05/2022,2022/11/07 14:15:00+00,14:30,0.9181636726546906,0.0,0.345679012345679,13111
13159,N01111A,MO,16/05/2022,2022/11/07 18:15:00+00,18:30,0.6626746506986028,0.5,0.2716049382716049,13160
13163,N01111A,MO,16/05/2022,2022/11/07 19:15:00+00,19:30,0.8423153692614771,0.0,0.35802469135802467,13164
13353,N01111A,SA,21/05/2022,2022/11/07 11:00:00+00,11:15,0.9461077844311377,0.0,0.41975308641975306,13354
13417,N01111A,SU,22/05/2022,2022/11/07 14:45:00+00,15:00,0.8642714570858283,0.0,0.38271604938271603,13418
13418,N01111A,SU,22/05/2022,2022/11/07 15:00:00+00,15:15,0.9441117764471058,0.0,0.3950617283950617,13419
13439,N01111A,FR,20/05/2022,2022/11/07 17:15:00+00,17:30,0.7644710578842315,0.0,0.32098765432098764,13440
13538,N01111A,TH,19/05/2022,2022/11/07 18:30:00+00,18:45,0.7524950099800399,0.25,0.30864197530864196,13539
