,site,day,date,start_time,end_time,flow,cong,dsat,ObjectId
52,N01111A,FR,06/01/2023,2023/07/04 12:00:00+00,13:15,0.9680451127819549,0.4,0.46511627906976744,53
57,N01111A,FR,06/01/2023,2023/07/04 12:15:00+00,13:30,0.9661654135338346,0.0,0.37209302325581395,58
88,N01111A,TU,03/01/2023,2023/07/04 15:00:00+00,16:15,0.8214285714285714,0.0,0.4069767441860465,89
122,N01111A,FR,06/01/2023,2023/07/04 14:30:00+00,15:45,0.8439849624060151,0.2,0.37209302325581395,123
348,N01111A,SA,07/01/2023,2023/07/04 10:00:00+00,11:15,0.9078947368421053,0.0,0.313953488372093,349
455,N01111A,MO,09/01/2023,2023/07/04 12:45:00+00,14:00,0.956766917293233,0.2,0.37209302325581395,456
479,N01111A,MO,09/01/2023,2023/07/04 14:00:00+00,15:15,0.9793233082706767,0.0,0.43023255813953487,480
519,N01111A,MO,09/01/2023,2023/07/04 10:45:00+00,12:00,0.8665413533834586,0.0,0.36046511627906974,520
593,N01111A,TU,10/01/2023,2023/07/04 13:00:00+00,14:15,0.8984962406015038,0.0,0.36046511627906974,594
621,N01111A,SA,07/01/2023,2023/07/04 15:15:00+00,16:30,0.9191729323308271,0.4,0.5116279069767442,622
780,N01111A,WE,11/01/2023,2023/07/04 14:15:00+00,15:30,0.8796992481203008,0.0,0.36046511627906974,781
800,N01111A,WE,11/01/2023,2023/07/04 14:30:00+00,15:45,0.8345864661654135,0.0,0.4069767441860465,801
802,N01111A,WE,11/01/2023,2023/07/04 14:45:00+00,16:00,0.8590225563909775,0.0,0.32558139534883723,803
808,N01111A,WE,11/01/2023,2023/07/04 15:45:00+00,17:00,0.9454887218045113,0.4,0.3488372093023256,809
820,N01111A,TH,12/01/2023,2023/07/04 15:30:00+00,16:45,0.9699248120300752,0.0,0.3953488372093023,821
1120,N01111A,FR,13/01/2023,2023/07/04 14:45:00+00,16:00,0.7706766917293233,0.2,0.32558139534883723,1121
1182,N01111A,SU,15/01/2023,2023/07/04 14:00:00+00,15:15,0.7951127819548872,0.4,0.32558139534883723,1183
1211,N01111A,MO,16/01/2023,2023/07/04 08:00:00+00,09:15,0.9530075187969925,0.2,0.38372093023255816,1212
1235,N01111A,MO,16/01/2023,2023/07/04 11:00:00+00,12:15,0.8327067669172933,0.0,0.3372093023255814,1236
1254,N01111A,MO,16/01/2023,2023/07/04 12:45:00+00,14:00,0.8928571428571429,0.2,0.3953488372093023,1255
1255,N01111A,TU,17/01/2023,2023/07/04 08:45:00+00,10:00,0.8402255639097744,0.0,0.3372093023255814,1256
1284,N01111A,TH,19/01/2023,2023/07/04 15:45:00+00,17:00,0.7875939849624061,0.0,0.3372093023255814,1285
1337,N01111A,TU,17/01/2023,2023/07/04 10:30:00+00,11:45,0.881578947368421,0.0,0.4186046511627907,1338
1348,N01111A,TU,17/01/2023,2023/07/04 13:15:00+00,14:30,0.7706766917293233,0.0,0.37209302325581395,1349
1352,N01111A,TU,17/01/2023,2023/07/04 14:15:00+00,15:30,0.868421052631579,0.0,0.37209302325581395,1353
1355,N01111A,TU,17/01/2023,2023/07/04 15:00:00+00,16:15,0.9154135338345865,0.0,0.43023255813953487,1356
1365,N01111A,TU,17/01/2023,2023/07/04 17:30:00+00,18:45,0.7218045112781954,0.0,0.313953488372093,1366
1385,N01111A,MO,16/01/2023,2023/07/04 14:30:00+00,15:45,0.9548872180451128,0.2,0.43023255813953487,1386
1415,N01111A,MO,16/01/2023,2023/07/04 18:15:00+00,19:30,0.6616541353383458,0.2,0.27906976744186046,1416
1439,N01111A,WE,18/01/2023,2023/07/04 11:45:00+00,13:00,0.900375939849624,0.6,0.37209302325581395,1440
1507,N01111A,WE,18/01/2023,2023/07/04 13:45:00+00,15:00,0.9530075187969925,0.6,0.46511627906976744,1508
1509,N01111A,WE,18/01/2023,2023/07/04 14:00:00+00,15:15,0.881578947368421,0.0,0.4069767441860465,1510
1721,N01111A,SU,22/01/2023,2023/07/04 12:45:00+00,14:00,0.8364661654135338,0.0,0.3488372093023256,1722
1727,N01111A,MO,23/01/2023,2023/07/04 15:00:00+00,16:15,0.7086466165413534,0.0,0.3372093023255814,1728
1780,N01111A,SA,21/01/2023,2023/07/04 10:30:00+00,11:45,0.9943609022556391,0.2,0.4186046511627907,1781
1794,N01111A,SA,21/01/2023,2023/07/04 14:30:00+00,15:45,0.9548872180451128,0.8,0.4069767441860465,1795
1805,N01111A,MO,23/01/2023,2023/07/04 16:45:00+00,18:00,0.9548872180451128,0.4,0.37209302325581395,1806
1977,N01111A,MO,23/01/2023,2023/07/04 09:30:00+00,10:45,0.7481203007518797,0.0,0.27906976744186046,1978
1979,N01111A,MO,23/01/2023,2023/07/04 09:45:00+00,11:00,0.9342105263157895,0.4,0.43023255813953487,1980
1988,N01111A,MO,23/01/2023,2023/07/04 11:00:00+00,12:15,0.9868421052631579,0.2,0.4186046511627907,1989
1991,N01111A,MO,23/01/2023,2023/07/04 11:45:00+00,13:00,0.9492481203007519,0.4,0.45348837209302323,1992
2027,N01111A,TH,26/01/2023,2023/07/04 10:15:00+00,11:30,0.7443609022556391,0.0,0.36046511627906974,2028
2031,N01111A,TH,26/01/2023,2023/07/04 11:15:00+00,12:30,0.8778195488721805,0.2,0.3953488372093023,2032
2058,N01111A,TH,26/01/2023,2023/07/04 17:15:00+00,18:30,0.8515037593984962,0.0,0.36046511627906974,2059
2167,N01111A,TU,24/01/2023,2023/07/04 07:15:00+00,08:30,0.8590225563909775,0.0,0.3372093023255814,2168
2175,N01111A,TU,24/01/2023,2023/07/04 09:15:00+00,10:30,0.7030075187969925,0.0,0.313953488372093,2176
2230,N01111A,WE,25/01/2023,2023/07/04 09:30:00+00,10:45,0.8082706766917294,0.0,0.3372093023255814,2231
2246,N01111A,WE,25/01/2023,2023/07/04 13:30:00+00,14:45,0.8590225563909775,0.0,0.36046511627906974,2247
2313,N01111A,FR,27/01/2023,2023/07/04 10:45:00+00,12:00,0.9736842105263158,0.4,0.4418604651162791,2314
2324,N01111A,FR,27/01/2023,2023/07/04 11:45:00+00,13:00,0.943609022556391,0.2,0.4186046511627907,2325
2333,N01111A,FR,27/01/2023,2023/07/04 12:30:00+00,13:45,0.8590225563909775,0.4,0.32558139534883723,2334
2418,N01111A,SU,29/01/2023,2023/07/04 12:00:00+00,13:15,0.9718045112781954,0.0,0.4069767441860465,2419
2420,N01111A,MO,30/01/2023,2023/07/04 08:30:00+00,09:45,0.8439849624060151,0.2,0.37209302325581395,2421
2556,N01111A,TU,31/01/2023,2023/07/04 12:30:00+00,13:45,0.8214285714285714,0.2,0.313953488372093,2557
2610,N01111A,TU,31/01/2023,2023/07/04 13:45:00+00,15:00,0.924812030075188,0.2,0.3953488372093023,2611
2614,N01111A,MO,30/01/2023,2023/07/04 11:30:00+00,12:45,0.8364661654135338,0.0,0.38372093023255816,2615
2621,N01111A,TU,31/01/2023,2023/07/04 14:30:00+00,15:45,0.8101503759398496,0.2,0.36046511627906974,2622
2659,N01111A,MO,30/01/2023,2023/07/04 07:45:00+00,09:00,0.7443609022556391,0.0,0.29069767441860467,2660
2660,N01111A,MO,30/01/2023,2023/07/04 08:00:00+00,09:15,0.9116541353383458,0.0,0.36046511627906974,2661
2661,N01111A,MO,30/01/2023,2023/07/04 08:15:00+00,09:30,0.7706766917293233,0.0,0.313953488372093,2662
2662,N01111A,TU,31/01/2023,2023/07/04 15:00:00+00,16:15,0.9699248120300752,1.0,0.5,2663
2666,N01111A,TU,31/01/2023,2023/07/04 16:00:00+00,17:15,0.8665413533834586,0.2,0.3488372093023256,2667
2709,N01111A,MO,30/01/2023,2023/07/04 13:30:00+00,14:45,0.8721804511278195,0.2,0.38372093023255816,2710
2715,N01111A,MO,30/01/2023,2023/07/04 14:00:00+00,15:15,0.9210526315789473,0.4,0.3953488372093023,2716
2730,N01111A,WE,01/02/2023,2023/07/04 08:45:00+00,10:00,0.8590225563909775,0.4,0.36046511627906974,2731
2849,N01111A,SU,05/02/2023,2023/07/04 14:15:00+00,15:30,0.8045112781954887,0.0,0.313953488372093,2850
2868,N01111A,WE,01/02/2023,2023/07/04 13:45:00+00,15:00,0.9172932330827067,0.2,0.4418604651162791,2869
2884,N01111A,WE,01/02/2023,2023/07/04 17:45:00+00,19:00,0.7293233082706767,0.0,0.3372093023255814,2885
2922,N01111A,TH,02/02/2023,2023/07/04 12:15:00+00,13:30,0.9323308270676691,0.0,0.4186046511627907,2923
2972,N01111A,SA,04/02/2023,2023/07/04 11:45:00+00,13:00,0.9830827067669173,0.0,0.4069767441860465,2973
2985,N01111A,SA,04/02/2023,2023/07/04 14:45:00+00,16:00,0.9830827067669173,0.0,0.4186046511627907,2986
3029,N01111A,FR,03/02/2023,2023/07/04 09:30:00+00,10:45,0.9642857142857143,0.2,0.3953488372093023,3030
3048,N01111A,TH,02/02/2023,2023/07/04 14:15:00+00,15:30,0.9661654135338346,0.0,0.37209302325581395,3049
3068,N01111A,TH,02/02/2023,2023/07/04 15:30:00+00,16:45,0.9285714285714286,0.0,0.38372093023255816,3069
3112,N01111A,TH,02/02/2023,2023/07/04 16:15:00+00,17:30,0.8609022556390977,0.0,0.36046511627906974,3113
3212,N01111A,TH,09/02/2023,2023/07/04 07:45:00+00,09:00,0.9774436090225563,0.0,0.36046511627906974,3213
3228,N01111A,TH,09/02/2023,2023/07/04 11:45:00+00,13:00,0.8703007518796992,0.2,0.3372093023255814,3229
3232,N01111A,TH,09/02/2023,2023/07/04 12:45:00+00,14:00,0.9680451127819549,0.2,0.3953488372093023,3233
3256,N01111A,WE,08/02/2023,2023/07/04 17:30:00+00,18:45,0.9924812030075187,0.0,0.3953488372093023,3257
3272,N01111A,TU,07/02/2023,2023/07/04 17:15:00+00,18:30,0.8890977443609023,0.4,0.3488372093023256,3273
3282,N01111A,TU,07/02/2023,2023/07/04 17:45:00+00,19:00,0.6973684210526315,0.0,0.29069767441860467,3283
3399,N01111A,MO,06/02/2023,2023/07/04 12:00:00+00,13:15,0.8402255639097744,0.0,0.3372093023255814,3400
3433,N01111A,TU,07/02/2023,2023/07/04 07:45:00+00,09:00,0.7481203007518797,0.6,0.2558139534883721,3434
3446,N01111A,WE,08/02/2023,2023/07/04 10:15:00+00,11:30,0.7875939849624061,0.0,0.3488372093023256,3447
3451,N01111A,WE,08/02/2023,2023/07/04 11:30:00+00,12:45,0.9078947368421053,0.0,0.37209302325581395,3452
3457,N01111A,WE,08/02/2023,2023/07/04 13:00:00+00,14:15,0.8966165413533834,0.2,0.3953488372093023,3458
3467,N01111A,WE,08/02/2023,2023/07/04 15:30:00+00,16:45,0.9285714285714286,0.0,0.3488372093023256,3468
3503,N01111A,TU,07/02/2023,2023/07/04 10:15:00+00,11:30,0.9342105263157895,0.0,0.4069767441860465,3504
3520,N01111A,TU,07/02/2023,2023/07/04 13:00:00+00,14:15,0.9266917293233082,0.0,0.3953488372093023,3521
3522,N01111A,TU,07/02/2023,2023/07/04 13:30:00+00,14:45,0.9624060150375939,0.0,0.43023255813953487,3523
3646,N01111A,SA,11/02/2023,2023/07/04 11:45:00+00,13:00,0.9699248120300752,0.0,0.4069767441860465,3647
3702,N01111A,MO,13/02/2023,2023/07/04 10:45:00+00,12:00,0.8364661654135338,0.0,0.3372093023255814,3703
3727,N01111A,SU,12/02/2023,2023/07/04 12:15:00+00,13:30,0.6842105263157895,0.0,0.27906976744186046,3728
3762,N01111A,SU,12/02/2023,2023/07/04 21:00:00+00,22:15,0.18233082706766918,0.0,0.0,3763
3776,N01111A,FR,10/02/2023,2023/07/04 12:00:00+00,13:15,0.8345864661654135,0.0,0.32558139534883723,3777
3825,N01111A,MO,13/02/2023,2023/07/04 09:15:00+00,10:30,0.9060150375939849,0.0,0.4069767441860465,3826
3862,N01111A,SA,11/02/2023,2023/07/04 14:15:00+00,15:30,0.7706766917293233,0.4,0.3372093023255814,3863
3898,N01111A,FR,10/02/2023,2023/07/04 14:45:00+00,16:00,0.9454887218045113,0.2,0.37209302325581395,3899
3901,N01111A,MO,13/02/2023,2023/07/04 14:00:00+00,15:15,0.9379699248120301,0.0,0.4186046511627907,3902
3917,N01111A,MO,13/02/2023,2023/07/04 15:00:00+00,16:15,0.9605263157894737,0.0,0.43023255813953487,3918
3928,N01111A,MO,13/02/2023,2023/07/04 15:45:00+00,17:00,0.9454887218045113,0.2,0.36046511627906974,3929
4029,N01111A,FR,17/02/2023,2023/07/04 08:45:00+00,10:00,0.825187969924812,0.0,0.37209302325581395,4030
4048,N01111A,FR,17/02/2023,2023/07/04 13:30:00+00,14:45,0.9887218045112782,0.2,0.4069767441860465,4049
4103,N01111A,TU,14/02/2023,2023/07/04 09:45:00+00,11:00,0.943609022556391,0.0,0.3953488372093023,4104
4133,N01111A,TH,16/02/2023,2023/07/04 14:30:00+00,15:45,0.7875939849624061,0.0,0.3488372093023256,4134
4402,N01111A,SA,18/02/2023,2023/07/04 15:30:00+00,16:45,0.731203007518797,0.0,0.32558139534883723,4403
4514,N01111A,MO,20/02/2023,2023/07/04 17:45:00+00,19:00,0.8759398496240601,0.0,0.29069767441860467,4515
4664,N01111A,MO,20/02/2023,2023/07/04 09:00:00+00,10:15,0.599624060150376,0.2,0.23255813953488372,4665
4669,N01111A,MO,20/02/2023,2023/07/04 09:15:00+00,10:30,0.9191729323308271,0.0,0.43023255813953487,4670
4674,N01111A,TU,21/02/2023,2023/07/04 10:30:00+00,11:45,0.9041353383458647,0.0,0.38372093023255816,4675
4676,N01111A,TU,21/02/2023,2023/07/04 11:00:00+00,12:15,0.9078947368421053,0.0,0.4069767441860465,4677
4682,N01111A,TU,21/02/2023,2023/07/04 12:30:00+00,13:45,0.8646616541353384,0.0,0.3488372093023256,4683
4693,N01111A,TU,21/02/2023,2023/07/04 15:15:00+00,16:30,0.881578947368421,0.4,0.4418604651162791,4694
4700,N01111A,TU,21/02/2023,2023/07/04 17:00:00+00,18:15,0.9530075187969925,0.0,0.3953488372093023,4701
4704,N01111A,MO,20/02/2023,2023/07/04 09:30:00+00,10:45,0.8383458646616542,0.0,0.3372093023255814,4705
4708,N01111A,MO,20/02/2023,2023/07/04 10:30:00+00,11:45,0.8665413533834586,0.0,0.3372093023255814,4709
4711,N01111A,MO,20/02/2023,2023/07/04 11:15:00+00,12:30,0.9210526315789473,0.4,0.38372093023255816,4712
4715,N01111A,MO,20/02/2023,2023/07/04 12:15:00+00,13:30,0.8853383458646616,0.2,0.3488372093023256,4716
4723,N01111A,MO,20/02/2023,2023/07/04 14:15:00+00,15:30,0.9379699248120301,0.4,0.43023255813953487,4724
4967,N01111A,TH,23/02/2023,2023/07/04 14:30:00+00,15:45,0.7838345864661654,0.0,0.3488372093023256,4968
5021,N01111A,FR,24/02/2023,2023/07/04 13:30:00+00,14:45,0.7199248120300752,0.0,0.32558139534883723,5022
5029,N01111A,FR,24/02/2023,2023/07/04 15:30:00+00,16:45,0.9736842105263158,0.4,0.4069767441860465,5030
5142,N01111A,WE,22/02/2023,2023/07/04 10:45:00+00,12:00,0.7575187969924813,0.0,0.3372093023255814,5143
5156,N01111A,WE,22/02/2023,2023/07/04 12:00:00+00,13:15,0.956766917293233,0.0,0.4069767441860465,5157
5198,N01111A,WE,22/02/2023,2023/07/04 18:30:00+00,19:45,0.5827067669172933,0.0,0.23255813953488372,5199
5203,N01111A,TU,28/02/2023,2023/07/04 13:15:00+00,14:30,0.9135338345864662,0.0,0.3953488372093023,5204
5207,N01111A,TU,28/02/2023,2023/07/04 14:15:00+00,15:30,0.9342105263157895,0.0,0.4186046511627907,5208
5219,N01111A,MO,27/02/2023,2023/07/04 11:30:00+00,12:45,0.8270676691729323,0.0,0.3488372093023256,5220
5294,N01111A,SU,26/02/2023,2023/07/04 13:15:00+00,14:30,0.9060150375939849,0.0,0.3953488372093023,5295
5336,N01111A,TH,02/03/2023,2023/07/04 15:30:00+00,16:45,0.7800751879699248,0.6,0.38372093023255816,5337
5362,N01111A,MO,27/02/2023,2023/07/04 15:00:00+00,16:15,0.9172932330827067,0.2,0.46511627906976744,5363
5370,N01111A,MO,27/02/2023,2023/07/04 17:00:00+00,18:15,0.8590225563909775,0.6,0.3488372093023256,5371
5411,N01111A,FR,03/03/2023,2023/07/04 16:15:00+00,17:30,0.8214285714285714,0.0,0.3372093023255814,5412
5544,N01111A,TU,28/02/2023,2023/07/04 07:45:00+00,09:00,0.8026315789473685,0.4,0.3023255813953488,5545
5569,N01111A,MO,27/02/2023,2023/07/04 09:15:00+00,10:30,0.7180451127819549,0.0,0.32558139534883723,5570
5577,N01111A,TU,28/02/2023,2023/07/04 10:15:00+00,11:30,0.9605263157894737,0.0,0.38372093023255816,5578
5601,N01111A,SA,04/03/2023,2023/07/04 15:30:00+00,16:45,0.6635338345864662,0.0,0.27906976744186046,5602
5679,N01111A,TU,07/03/2023,2023/07/04 19:15:00+00,20:30,0.5939849624060151,0.2,0.36046511627906974,5680
5827,N01111A,TU,07/03/2023,2023/07/04 09:45:00+00,11:00,0.9774436090225563,0.0,0.4186046511627907,5828
5835,N01111A,TU,07/03/2023,2023/07/04 10:45:00+00,12:00,0.8045112781954887,0.2,0.32558139534883723,5836
5851,N01111A,TU,07/03/2023,2023/07/04 14:45:00+00,16:00,0.9078947368421053,0.0,0.3488372093023256,5852
5875,N01111A,MO,06/03/2023,2023/07/04 09:30:00+00,10:45,0.8966165413533834,0.8,0.43023255813953487,5876
5905,N01111A,MO,06/03/2023,2023/07/04 12:30:00+00,13:45,0.9172932330827067,0.2,0.43023255813953487,5906
5907,N01111A,MO,06/03/2023,2023/07/04 13:00:00+00,14:15,0.9530075187969925,0.4,0.3488372093023256,5908
5909,N01111A,MO,06/03/2023,2023/07/04 13:30:00+00,14:45,0.9981203007518797,0.4,0.4069767441860465,5910
5984,N01111A,SA,04/03/2023,2023/07/04 14:30:00+00,15:45,0.9943609022556391,0.2,0.36046511627906974,5985
6045,N01111A,FR,10/03/2023,2023/07/04 07:00:00+00,08:15,0.6334586466165414,0.0,0.29069767441860467,6046
6077,N01111A,TU,14/03/2023,2023/07/04 11:00:00+00,12:15,0.9849624060150376,0.8,0.4418604651162791,6078
6098,N01111A,TU,14/03/2023,2023/07/04 11:45:00+00,13:00,0.9924812030075187,0.0,0.4883720930232558,6099
6148,N01111A,MO,13/03/2023,2023/07/04 11:00:00+00,12:15,0.956766917293233,0.0,0.46511627906976744,6149
6162,N01111A,TU,14/03/2023,2023/07/04 13:00:00+00,14:15,0.8552631578947368,0.0,0.38372093023255816,6163
6189,N01111A,TH,09/03/2023,2023/07/04 14:45:00+00,16:00,0.9022556390977443,0.4,0.3488372093023256,6190
6216,N01111A,MO,13/03/2023,2023/07/04 12:45:00+00,14:00,0.943609022556391,0.0,0.3953488372093023,6217
6240,N01111A,WE,08/03/2023,2023/07/04 11:15:00+00,12:30,0.9210526315789473,0.0,0.37209302325581395,6241
6241,N01111A,WE,08/03/2023,2023/07/04 11:30:00+00,12:45,0.8947368421052632,0.4,0.4186046511627907,6242
6242,N01111A,WE,08/03/2023,2023/07/04 11:45:00+00,13:00,0.9793233082706767,0.2,0.5116279069767442,6243
6253,N01111A,WE,08/03/2023,2023/07/04 14:30:00+00,15:45,0.9624060150375939,0.0,0.46511627906976744,6254
6258,N01111A,WE,08/03/2023,2023/07/04 15:45:00+00,17:00,0.9154135338345865,0.2,0.3953488372093023,6259
6282,N01111A,TU,14/03/2023,2023/07/04 14:30:00+00,15:45,0.8458646616541353,0.0,0.36046511627906974,6283
6311,N01111A,MO,13/03/2023,2023/07/04 16:45:00+00,18:00,0.8590225563909775,0.0,0.313953488372093,6312
6319,N01111A,MO,13/03/2023,2023/07/04 18:45:00+00,20:00,0.5977443609022557,0.0,0.22093023255813954,6320
6331,N01111A,TU,14/03/2023,2023/07/04 16:15:00+00,17:30,0.7537593984962406,0.6,0.36046511627906974,6332
6393,N01111A,TU,14/03/2023,2023/07/04 09:30:00+00,10:45,0.8571428571428571,0.0,0.27906976744186046,6394
6455,N01111A,TH,16/03/2023,2023/07/04 07:30:00+00,08:45,0.8364661654135338,0.4,0.2441860465116279,6456
6471,N01111A,TH,16/03/2023,2023/07/04 11:30:00+00,12:45,0.8214285714285714,0.0,0.3488372093023256,6472
6507,N01111A,TH,16/03/2023,2023/07/04 13:45:00+00,15:00,0.8082706766917294,0.0,0.3953488372093023,6508
6509,N01111A,WE,15/03/2023,2023/07/04 12:15:00+00,13:30,0.9210526315789473,0.0,0.3953488372093023,6510
6576,N01111A,SA,18/03/2023,2023/07/04 15:00:00+00,16:15,0.7913533834586466,0.4,0.3372093023255814,6577
6600,N01111A,WE,15/03/2023,2023/07/04 14:30:00+00,15:45,0.8890977443609023,0.0,0.3488372093023256,6601
6628,N01111A,TH,16/03/2023,2023/07/04 17:00:00+00,18:15,0.6973684210526315,0.2,0.3372093023255814,6629
6678,N01111A,WE,15/03/2023,2023/07/04 17:45:00+00,19:00,0.8270676691729323,0.0,0.32558139534883723,6679
6712,N01111A,FR,17/03/2023,2023/07/04 09:00:00+00,10:15,0.20488721804511278,0.0,0.05813953488372093,6713
6861,N01111A,MO,20/03/2023,2023/07/04 16:30:00+00,17:45,0.8515037593984962,0.6,0.45348837209302323,6862
6868,N01111A,MO,20/03/2023,2023/07/04 16:45:00+00,18:00,0.9830827067669173,0.6,0.43023255813953487,6869
6982,N01111A,WE,22/03/2023,2023/07/04 09:30:00+00,10:45,0.650375939849624,0.0,0.36046511627906974,6983
6986,N01111A,TH,23/03/2023,2023/07/04 10:30:00+00,11:45,0.7875939849624061,0.0,0.4069767441860465,6987
7005,N01111A,TU,21/03/2023,2023/07/04 11:30:00+00,12:45,1.0,0.0,0.4418604651162791,7006
7016,N01111A,TU,21/03/2023,2023/07/04 14:15:00+00,15:30,0.8703007518796992,0.8,0.3953488372093023,7017
7028,N01111A,TH,23/03/2023,2023/07/04 10:45:00+00,12:00,0.8571428571428571,0.4,0.45348837209302323,7029
7050,N01111A,MO,20/03/2023,2023/07/04 08:30:00+00,09:45,0.7800751879699248,0.0,0.3488372093023256,7051
7069,N01111A,TH,23/03/2023,2023/07/04 15:00:00+00,16:15,0.8421052631578947,0.0,0.45348837209302323,7070
7078,N01111A,TH,23/03/2023,2023/07/04 17:15:00+00,18:30,0.924812030075188,0.0,0.3488372093023256,7079
7079,N01111A,TH,23/03/2023,2023/07/04 17:30:00+00,18:45,0.7368421052631579,0.0,0.29069767441860467,7080
7102,N01111A,MO,20/03/2023,2023/07/04 10:00:00+00,11:15,0.9454887218045113,0.4,0.4069767441860465,7103
7107,N01111A,WE,22/03/2023,2023/07/04 13:00:00+00,14:15,0.9981203007518797,0.0,0.4418604651162791,7108
7122,N01111A,MO,20/03/2023,2023/07/04 11:15:00+00,12:30,0.7161654135338346,0.0,0.3023255813953488,7123
7183,N01111A,MO,20/03/2023,2023/07/04 12:00:00+00,13:15,0.9116541353383458,0.0,0.313953488372093,7184
7196,N01111A,MO,20/03/2023,2023/07/04 15:15:00+00,16:30,0.9699248120300752,0.2,0.4418604651162791,7197
7202,N01111A,MO,27/03/2023,2023/07/04 14:45:00+00,16:00,0.7142857142857143,0.2,0.313953488372093,7203
7246,N01111A,SU,26/03/2023,2023/07/04 14:15:00+00,15:30,0.793233082706767,0.0,0.38372093023255816,7247
7276,N01111A,SA,25/03/2023,2023/07/04 16:30:00+00,17:45,0.6409774436090225,0.2,0.29069767441860467,7277
7279,N01111A,SA,25/03/2023,2023/07/04 17:15:00+00,18:30,0.5488721804511278,0.0,0.19767441860465115,7280
7414,N01111A,MO,27/03/2023,2023/07/04 09:30:00+00,10:45,0.8571428571428571,0.2,0.3953488372093023,7415
7418,N01111A,MO,27/03/2023,2023/07/04 10:30:00+00,11:45,0.9548872180451128,0.2,0.45348837209302323,7419
7479,N01111A,SU,26/03/2023,2023/07/04 21:45:00+00,23:00,0.5244360902255639,0.0,0.12790697674418605,7480
7627,N01111A,FR,31/03/2023,2023/07/04 12:30:00+00,13:45,0.8984962406015038,0.2,0.37209302325581395,7628
7628,N01111A,FR,31/03/2023,2023/07/04 12:45:00+00,14:00,0.9943609022556391,1.0,0.38372093023255816,7629
7689,N01111A,TH,30/03/2023,2023/07/04 10:00:00+00,11:15,0.9586466165413534,0.4,0.3488372093023256,7690
7697,N01111A,TH,30/03/2023,2023/07/04 12:00:00+00,13:15,0.9906015037593985,0.0,0.5,7698
7710,N01111A,TH,30/03/2023,2023/07/04 15:00:00+00,16:15,0.8026315789473685,0.0,0.32558139534883723,7711
7714,N01111A,TH,30/03/2023,2023/07/04 15:45:00+00,17:00,0.9210526315789473,0.0,0.3953488372093023,7715
7716,N01111A,TH,30/03/2023,2023/07/04 16:15:00+00,17:30,0.881578947368421,0.0,0.36046511627906974,7717
7731,N01111A,WE,29/03/2023,2023/07/04 17:00:00+00,18:15,0.9379699248120301,0.6,0.45348837209302323,7732
7789,N01111A,WE,29/03/2023,2023/07/04 18:15:00+00,19:30,0.9379699248120301,0.0,0.3953488372093023,7790
7896,N01111A,WE,29/03/2023,2023/07/04 08:00:00+00,09:15,0.7781954887218046,0.0,0.26744186046511625,7897
7908,N01111A,WE,29/03/2023,2023/07/04 09:00:00+00,10:15,0.7030075187969925,0.0,0.3372093023255814,7909
7911,N01111A,WE,29/03/2023,2023/07/04 09:15:00+00,10:30,0.8045112781954887,0.4,0.38372093023255816,7912
7955,N01111A,WE,29/03/2023,2023/07/04 12:00:00+00,13:15,0.9868421052631579,0.2,0.3953488372093023,7956
7992,N01111A,WE,29/03/2023,2023/07/04 15:15:00+00,16:30,0.8176691729323309,0.2,0.4186046511627907,7993
8004,N01111A,MO,03/04/2023,2023/07/04 09:45:00+00,11:00,0.8477443609022557,0.0,0.313953488372093,8005
8022,N01111A,MO,03/04/2023,2023/07/04 13:00:00+00,14:15,0.8778195488721805,0.4,0.29069767441860467,8023
8027,N01111A,MO,03/04/2023,2023/07/04 14:15:00+00,15:30,0.8139097744360902,0.4,0.4069767441860465,8028
8222,N01111A,TU,04/04/2023,2023/07/04 14:00:00+00,15:15,0.8421052631578947,0.2,0.43023255813953487,8223
8224,N01111A,TU,04/04/2023,2023/07/04 14:30:00+00,15:45,0.9116541353383458,0.0,0.4418604651162791,8225
8320,N01111A,WE,05/04/2023,2023/07/04 16:15:00+00,17:30,0.7575187969924813,0.0,0.4069767441860465,8321
8338,N01111A,WE,05/04/2023,2023/07/04 17:45:00+00,19:00,0.8834586466165414,0.6,0.3488372093023256,8339
8386,N01111A,TH,06/04/2023,2023/07/04 10:15:00+00,11:30,0.8458646616541353,0.0,0.4069767441860465,8387
8415,N01111A,TH,06/04/2023,2023/07/04 15:30:00+00,16:45,0.9774436090225563,0.0,0.38372093023255816,8416
8422,N01111A,TH,06/04/2023,2023/07/04 15:45:00+00,17:00,0.9022556390977443,0.4,0.37209302325581395,8423
8434,N01111A,TH,06/04/2023,2023/07/04 18:45:00+00,20:00,0.8176691729323309,0.2,0.32558139534883723,8435
8534,N01111A,SU,09/04/2023,2023/07/04 15:00:00+00,16:15,0.7951127819548872,0.6,0.2441860465116279,8535
8547,N01111A,FR,07/04/2023,2023/07/04 14:30:00+00,15:45,0.9774436090225563,0.2,0.43023255813953487,8548
8553,N01111A,FR,07/04/2023,2023/07/04 14:45:00+00,16:00,0.9097744360902256,0.2,0.3953488372093023,8554
8590,N01111A,FR,07/04/2023,2023/07/04 10:15:00+00,11:30,0.9830827067669173,0.2,0.36046511627906974,8591
8597,N01111A,FR,07/04/2023,2023/07/04 12:00:00+00,13:15,0.9943609022556391,0.0,0.4069767441860465,8598
8599,N01111A,FR,07/04/2023,2023/07/04 12:30:00+00,13:45,0.9605263157894737,0.4,0.3953488372093023,8600
